budget,homepage,popularity,revenue,runtime,vote_average,vote_count,Age_of_Movie
0.8868235605652561,1,2.1652029950682583,1.162268787120958,2.6557362955694916,0.949992850552907,9.375939552625749,17.0
0.9205869884905503,1,2.0973042902136467,1.031081627509048,2.9975448677428087,0.6877468325038224,8.412054873292933,19.0
0.8915786493452982,1,1.8737502596346407,1.0203306136695969,1.9721191512228569,0.1632547964056525,8.404472321352118,11.0
0.8944723617993949,1,1.9125510230152805,1.0460226934668786,2.8022256836437704,1.2996542079516862,9.11679862756782,14.0
0.900090097300874,1,1.1066342060010876,0.8809980615971118,1.190842414826703,-0.011575882293737495,7.661527081358517,14.0
0.8989840385630092,1,1.9382077870811698,1.0217485584151806,1.5326509870000202,-0.18640656099312672,8.182279739259018,19.0
0.900090097300874,1,1.1942750607252757,0.9713672075078392,-0.3717110579656047,1.124823529252297,8.11102783819368,16.0
0.9107048707899043,1,2.066908569032004,1.0778991006171246,1.6303105790495396,1.0374081899026015,8.81996090128606,11.0
0.8944723617993949,1,1.8026745622798224,1.0275661602187949,2.216268131346655,1.124823529252297,8.574329382787047,17.0
0.8944723617993949,1,2.1954639973690444,1.0192892560690787,2.118608539297136,-0.3612372396925167,8.854379458771108,10.0
0.9054957914693998,1,1.342923420182362,0.9203447784742403,2.2650979273714147,-0.6234832577416013,7.244941546337007,20.0
0.8625106418647194,1,1.8781762642252369,0.9701742374378458,-0.07873228181704704,-0.011575882293737495,7.994969522697877,18.0
0.8625106418647194,1,2.138389154449628,1.043814297015613,2.118608539297136,0.7751621718535171,8.565411763686711,20.0
0.8973087692340409,1,1.2006515681049434,0.738419852320701,2.0209489472476165,-0.18640656099312672,7.7458682297922685,13.0
0.8793811647888544,1,1.8071317971177758,0.9853324061336919,1.7279701710990587,0.3380854751050425,8.757783656334167,13.0
0.8793811647888544,0,1.282524636575117,0.929029375936626,2.069778743272376,0.1632547964056525,7.396948602621014,18.0
0.8761622901198978,1,2.130051498850772,1.0875180201209842,1.7279701710990587,1.124823529252297,9.373903755841548,14.0
0.9544458738902001,1,2.0741847203590114,1.0414870755080086,1.3861615989257414,0.25067013575534786,8.506940814951886,15.0
0.8793811647888544,1,1.2511730365970308,0.9778992775697314,-0.07873228181704704,0.07583945705595789,8.333510708982942,14.0
0.8944723617993949,1,1.9766563763628902,1.030441662732954,1.7767999671238184,0.8625775112032117,8.46821300919452,12.0
0.8728694118873983,1,1.720231236706265,1.0009110775784913,1.3861615989257414,0.3380854751050425,8.792853288640693,14.0
0.8625106418647194,1,0.9759449200499698,0.8919929112363346,1.58148078302478,0.07583945705595789,7.243512974665482,16.0
0.8944723617993949,1,1.7623785531904073,1.030747938438384,2.6069064995447317,1.2996542079516862,8.417372856134026,13.0
0.8474194448700932,1,1.0882912783166918,0.9142614050229912,0.2630762903562703,-0.2738219003428221,7.1731917424865985,19.0
