budget,homepage,popularity,release_date,revenue,runtime,vote_average,vote_count,genres_Action,genres_Adventure,genres_Animation,genres_Comedy,genres_Crime,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Fiction,genres_History,genres_Horror,genres_Music,genres_Mystery,genres_Romance,genres_Science,genres_Thriller,genres_War,company__,company__Canal+,company__Columbia Pictures,company__Columbia Pictures Corporation,company__Dimension Films,company__DreamWorks SKG,company__Dune Entertainment,company__Fox 2000 Pictures,company__Fox Searchlight Pictures,company__Lionsgate,company__Metro-Goldwyn-Mayer (MGM),company__Miramax Films,company__New Line Cinema,company__Paramount Pictures,company__Regency Enterprises,company__Relativity Media,company__Summit Entertainment,company__The,company__Touchstone Pictures,company__TriStar Pictures,company__Twentieth Century Fox Film Corporation,company__United Artists,company__Universal Pictures,company__Village Roadshow Pictures,company__Walt Disney Pictures,company__Warner Bros.,company__Working Title Films
5.916113201339862,1,1.1446063182910595,2006.0,1.895707665824455,2.087919193986265,-0.5844417841370836,0.5745034783884613,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.197311669776376,1,2.716102194581057,2008.0,3.0929810392923707,-0.039811842439369985,0.004663752162370026,1.8419934096944548,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,3.9078036766310005,2006.0,6.0373257668918265,1.954936004209663,0.7620851559759543,3.689370108294436,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.547798587433401,1,0.8655683382036282,2013.0,0.042841003261791154,1.866280544358595,-0.16365211535175914,1.312320301020896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.811169359620478,1,2.447996885686623,2013.0,3.5642219329768503,1.6003141648053907,0.34129548719062985,4.5907862703031075,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.811169359620478,0,1.0205596830019252,2008.0,2.071116344571337,1.910608274284129,0.17297961967649994,0.7607799539158596,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.688397821651657,1,3.8638440080799232,2012.0,8.82406184624882,1.6003141648053907,1.0987168910042142,8.978002217833183,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.617087036653912,1,3.5798998163875915,2011.0,5.914865977015784,1.290020055326652,0.25713755343356526,3.4480205878285024,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.811169359620478,1,0.9594819527102657,2012.0,3.3258918113849973,-0.039811842439369985,0.08882168591943536,2.8098211847172423,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.42502704946458,1,3.1258257681554684,2014.0,5.364183905384474,1.6446418947309247,0.8462430897330189,3.2957598165278466,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.565626283682837,1,2.148434403722527,2012.0,4.1129167814749055,1.290020055326652,0.34129548719062985,4.774633052671453,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,0.5079609510461021,2010.0,1.4020152427531007,1.4673309750287884,0.08882168591943536,0.5728836829490925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5.42502704946458,1,2.289994778185502,2013.0,5.378797367494461,2.398213303465004,1.2670327585183432,3.104623954682342,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.706225517901094,1,0.6752393215496093,2007.0,1.7799994431365602,0.2704822670393685,-0.24781004910882448,0.4959433995790802,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3691918229327245,0,1.2483305960443323,2005.0,2.87139973832573,3.55073428152889,0.42545342094769445,1.3333776417326888,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.197311669776376,1,2.4677301584084286,1997.0,10.82234403970588,3.861028391007628,1.1828748247612786,5.56509322708337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.42502704946458,1,5.558555345625907,2016.0,6.575425841239145,1.7776250845075268,0.8462430897330189,5.305116059064696,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.418300438120252,0,1.364688423679073,2012.0,1.3550840836340132,1.0683814056989818,-0.500283850380019,1.1527704502430807,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.969596290088171,1,12.483261068850705,2015.0,8.78704580548971,0.7580872962202433,0.34129548719062985,6.455980718736145,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,2.247077730670827,2012.0,6.300720403708406,1.6003141648053907,0.6779272222188897,5.599108931310112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,0.428802993436484,2004.0,4.30662297339637,0.8910704859968455,0.5096113547047598,2.940214717586421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,1.76551054354967,2013.0,6.956910667095698,1.0240536757734477,0.5937692884618243,6.57260599037069,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,1.7921622000498683,2010.0,5.790707480502048,0.048843617411698154,0.25713755343356526,3.2026215787641474,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4.442854745714016,0,-0.554641167176219,2006.0,2.3149069937130986,-0.12846730229043812,0.17297961967649994,2.2955361327176855,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.197311669776376,0,2.1270702108481063,2013.0,4.059771187137266,-0.12846730229043812,0.7620851559759543,2.2979658258767386,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.969596290088171,1,0.013642673646305916,2009.0,4.629139676437336,1.910608274284129,-0.07949418159469455,1.9821057151998458,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.442854745714016,1,2.9961715759397047,2014.0,6.195390572404248,2.57552422316714,-0.24781004910882448,1.9472801132534192,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,0.800779348441086,2013.0,2.5144980122607548,1.0240536757734477,-0.3319679828658891,2.2995856213161074,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.197311669776376,1,2.129701512921134,2014.0,3.82743676040468,1.5559864348798564,0.34129548719062985,2.825209241391245,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4606824419634528,1,1.643349300230234,2010.0,1.9508505890164498,0.8024150261457773,0.17297961967649994,1.7415660924535965,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.197311669776376,1,0.8950990744483227,2011.0,2.9318891466803616,-0.039811842439369985,-0.24781004910882448,1.0871687349486492,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.197311669776376,1,0.954379945203126,2011.0,0.8444301286292679,0.3148099969649026,-0.8369155854082788,1.45486229968534,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.197311669776376,1,1.2096556568905439,2010.0,6.045367925530096,-0.1727950322159722,1.2670327585183432,3.1637464882192994,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.197311669776376,1,1.5826256053862027,2009.0,1.7745851894748275,0.35913772689043666,-0.16365211535175914,1.4354247544129157,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.9517685938387346,1,2.5398986422989056,2015.0,8.742353161827486,1.3343477852521861,1.0145589572471487,2.822779548232192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.197311669776376,1,1.8960235977905358,2013.0,2.7600587588816192,0.40346545681597074,0.5096113547047598,3.9436779922753193,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.42502704946458,1,3.0350917471039547,2014.0,4.086190759226186,1.0683814056989818,1.1828748247612786,4.325949715966328,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.9517685938387346,0,1.7846481944513748,2013.0,2.364058439925776,1.1127091356245158,1.0987168910042142,3.0187747963958023,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.074540131807555,1,0.6865203397378579,2013.0,0.7083554950236911,0.3148099969649026,-0.500283850380019,1.5447609465703018,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.8646524483687867,0,1.247389675736606,2013.0,1.6498748076210188,1.6003141648053907,1.0145589572471487,2.493151176320665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.969596290088171,1,1.2779944923592976,2010.0,1.5523430811765881,0.40346545681597074,0.08882168591943536,1.317179687339002,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.706225517901094,1,1.1005312464409434,2013.0,1.9971437738396456,1.0683814056989818,0.5096113547047598,3.323296338997114,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.074540131807555,1,0.22075086484767514,2011.0,6.393955706771082,2.087919193986265,0.004663752162370026,2.1124992480690246,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8289970558699142,1,1.7024151726275385,2008.0,4.324241628923413,0.6694318363691751,-0.3319679828658891,1.4613414814428145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.583453979932273,1,0.9487265035225216,2015.0,1.5325215257990643,-0.6160723314713129,0.42545342094769445,0.8466291122023999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.8289970558699142,1,3.2562085851220353,2012.0,2.803761440947565,-0.6160723314713129,0.5096113547047598,3.19938198788541,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.8289970558699142,1,1.3780305473024164,2016.0,1.6034068908278765,0.6694318363691751,0.42545342094769445,1.5204640149797715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.706225517901094,1,1.4106464046937066,2008.0,2.6952670884205867,-0.3944336818436425,1.4353486260324733,4.539762713962994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.7240532141505303,0,0.03350879215924565,2007.0,1.0787837717591773,-0.7047277913223811,0.004663752162370026,0.07479658534322288,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,0.7469992739901337,2009.0,4.219976876771834,2.2652301136884017,-0.4161259166229544,3.411575190442707,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.197311669776376,1,0.5732034456030758,2009.0,1.4914338249290255,-0.4830891416947107,0.42545342094769445,0.32748467388473723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6080083611889604,1,2.0070969160233862,2015.0,0.6242442153177751,0.7580872962202433,-0.7527576516512134,1.6824435589166398,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.706225517901094,1,0.6674078940229269,2016.0,1.6848865388423657,0.09317134733723223,-0.500283850380019,1.4086981296633325,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3.706225517901094,0,1.4420936779705584,2005.0,4.09198762432977,1.6003141648053907,0.5096113547047598,1.5698677758805164,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6571169027135655,1,3.7011545529647827,2016.0,2.83416197951916,1.6446418947309247,0.25713755343356526,3.2641738054601577,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.8289970558699142,1,5.211293619089624,2008.0,5.662190053713163,1.9992637341351973,1.7719803610607323,9.161039102481844,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.583453979932273,1,2.221840141718838,2009.0,4.007827258815712,-0.4830891416947107,1.3511906922754087,5.004644005061806,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.583453979932273,1,0.46079635814147474,2009.0,1.8369439290692873,-0.5717446015457788,-0.07949418159469455,0.5931311259412011,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7240532141505303,1,3.118261383611342,2008.0,3.087354098880712,0.8467427560713114,1.0987168910042142,6.548309058780159,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4606824419634528,1,0.3398449323592279,2011.0,0.6351876000091136,0.8467427560713114,0.7620851559759543,1.174637688674558,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4606824419634528,0,0.6047782219257354,1999.0,0.8582656896574521,-0.039811842439369985,-0.8369155854082788,0.2667423449084117,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.8468247521193506,1,1.21087329997824,2008.0,1.9573946021295443,0.22615453711383443,-0.7527576516512134,0.5639748080325648,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3.583453979932273,1,2.160114399274969,2016.0,4.068614571058107,0.7137595662947092,-0.16365211535175914,5.480863864236198,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.583453979932273,1,0.17526131688647217,2007.0,0.5567843950431357,-0.4830891416947107,-0.6685997178941488,0.3728389461870603,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3.6571169027135655,1,1.8212763907266212,2014.0,1.7696014297086924,0.2704822670393685,1.2670327585183432,3.375129793056912,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3.583453979932273,0,0.7270760823859475,1995.0,1.1168244258095208,1.245692325401118,-0.16365211535175914,0.24406520875725013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.583453979932273,1,0.3566085815172193,2009.0,1.3516676131543162,0.49212091666703883,-0.4161259166229544,1.0296659968510609,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.583453979932273,1,3.367513369939153,2015.0,4.759997995900192,-0.5717446015457788,1.6036644935466031,4.75357571195966,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.583453979932273,1,2.2846128108232824,2016.0,5.428838491677377,-0.039811842439369985,0.5096113547047598,1.7828708761574978,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.197311669776376,1,1.753508663305296,2010.0,3.3253180998975886,0.7580872962202433,0.42545342094769445,4.9876361529484345,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4606824419634528,1,1.7496989401808483,2012.0,1.9295907365762606,0.8910704859968455,-0.24781004910882448,1.965907760806159,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.706225517901094,1,2.800700984035221,2014.0,4.1517429373863495,-0.4387614117691766,0.7620851559759543,3.081946818531181,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.4606824419634528,1,6.985990694063699,2014.0,3.857687211213193,1.0240536757734477,1.0145589572471487,3.0122956146383273,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.050583543944812584,0,-0.5998656521134279,2015.0,-0.5053600463040496,0.09317134733723223,-1.0893893866794733,-0.5318168067003485,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.583453979932273,0,0.6376965729862154,2013.0,0.4214836165471841,0.536448646592573,-0.16365211535175914,0.51457104713182,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4606824419634528,1,1.5940142327508993,2014.0,3.8829945277455615,1.290020055326652,1.2670327585183432,4.108897127090924,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3379109039946324,1,0.708247430731565,2010.0,4.115280574719779,-0.6160723314713129,-0.07949418159469455,1.0272363036920078,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
